location,date,stringency_index
Philippines,05/01/2020,0
Philippines,06/01/2020,0
Philippines,07/01/2020,0
Philippines,08/01/2020,0
Philippines,09/01/2020,0
Philippines,10/01/2020,0
Philippines,11/01/2020,0
Philippines,12/01/2020,0
Philippines,13/01/2020,0
Philippines,14/01/2020,0
Philippines,15/01/2020,0
Philippines,16/01/2020,0
Philippines,17/01/2020,0
Philippines,18/01/2020,0
Philippines,19/01/2020,0
Philippines,20/01/2020,0
Philippines,21/01/2020,0
Philippines,22/01/2020,0
Philippines,23/01/2020,0
Philippines,24/01/2020,11.11
Philippines,25/01/2020,11.11
Philippines,26/01/2020,11.11
Philippines,27/01/2020,11.11
Philippines,28/01/2020,11.11
Philippines,29/01/2020,11.11
Philippines,30/01/2020,11.11
Philippines,31/01/2020,19.44
Philippines,01/02/2020,19.44
Philippines,02/02/2020,19.44
Philippines,03/02/2020,19.44
Philippines,04/02/2020,19.44
Philippines,05/02/2020,19.44
Philippines,06/02/2020,19.44
Philippines,07/02/2020,25
Philippines,08/02/2020,25
Philippines,09/02/2020,25
Philippines,10/02/2020,25
Philippines,11/02/2020,25
Philippines,12/02/2020,25
Philippines,13/02/2020,25
Philippines,14/02/2020,25
Philippines,15/02/2020,25
Philippines,16/02/2020,25
Philippines,17/02/2020,25
Philippines,18/02/2020,25
Philippines,19/02/2020,25
Philippines,20/02/2020,25
Philippines,21/02/2020,25
Philippines,22/02/2020,25
Philippines,23/02/2020,25
Philippines,24/02/2020,25
Philippines,25/02/2020,25
Philippines,26/02/2020,25
Philippines,27/02/2020,25
Philippines,28/02/2020,25
Philippines,29/02/2020,25
Philippines,01/03/2020,25
Philippines,02/03/2020,25
Philippines,03/03/2020,25
Philippines,04/03/2020,25
Philippines,05/03/2020,25
Philippines,06/03/2020,25
Philippines,07/03/2020,25
Philippines,08/03/2020,25
Philippines,09/03/2020,25
Philippines,10/03/2020,34.26
Philippines,11/03/2020,34.26
Philippines,12/03/2020,34.26
Philippines,13/03/2020,34.26
Philippines,14/03/2020,34.26
Philippines,15/03/2020,75
Philippines,16/03/2020,75
Philippines,17/03/2020,75
Philippines,18/03/2020,97.22
Philippines,19/03/2020,97.22
Philippines,20/03/2020,97.22
Philippines,21/03/2020,97.22
Philippines,22/03/2020,100
Philippines,23/03/2020,100
Philippines,24/03/2020,100
Philippines,25/03/2020,100
Philippines,26/03/2020,100
Philippines,27/03/2020,100
Philippines,28/03/2020,100
Philippines,29/03/2020,100
Philippines,30/03/2020,100
Philippines,31/03/2020,100
Philippines,01/04/2020,100
Philippines,02/04/2020,100
Philippines,03/04/2020,100
Philippines,04/04/2020,100
Philippines,05/04/2020,100
Philippines,06/04/2020,100
Philippines,07/04/2020,100
Philippines,08/04/2020,100
Philippines,09/04/2020,100
Philippines,10/04/2020,100
Philippines,11/04/2020,100
Philippines,12/04/2020,100
Philippines,13/04/2020,100
Philippines,14/04/2020,100
Philippines,15/04/2020,100
Philippines,16/04/2020,100
Philippines,17/04/2020,100
Philippines,18/04/2020,100
Philippines,19/04/2020,100
Philippines,20/04/2020,100
Philippines,21/04/2020,100
Philippines,22/04/2020,100
Philippines,23/04/2020,100
Philippines,24/04/2020,100
Philippines,25/04/2020,100
Philippines,26/04/2020,100
Philippines,27/04/2020,100
Philippines,28/04/2020,100
Philippines,29/04/2020,100
Philippines,30/04/2020,100
Philippines,01/05/2020,96.3
Philippines,02/05/2020,96.3
Philippines,03/05/2020,96.3
Philippines,04/05/2020,96.3
Philippines,05/05/2020,96.3
Philippines,06/05/2020,96.3
Philippines,07/05/2020,96.3
Philippines,08/05/2020,96.3
Philippines,09/05/2020,96.3
Philippines,10/05/2020,96.3
Philippines,11/05/2020,96.3
Philippines,12/05/2020,96.3
Philippines,13/05/2020,96.3
Philippines,14/05/2020,96.3
Philippines,15/05/2020,96.3
Philippines,16/05/2020,96.3
Philippines,17/05/2020,96.3
Philippines,18/05/2020,96.3
Philippines,19/05/2020,96.3
Philippines,20/05/2020,96.3
Philippines,21/05/2020,96.3
Philippines,22/05/2020,96.3
Philippines,23/05/2020,96.3
Philippines,24/05/2020,96.3
Philippines,25/05/2020,96.3
Philippines,26/05/2020,96.3
Philippines,27/05/2020,96.3
Philippines,28/05/2020,96.3
Philippines,29/05/2020,77.78
Philippines,30/05/2020,77.78
Philippines,31/05/2020,77.78
Philippines,01/06/2020,77.78
Philippines,02/06/2020,77.78
Philippines,03/06/2020,77.78
Philippines,04/06/2020,77.78
Philippines,05/06/2020,77.78
Philippines,06/06/2020,77.78
Philippines,07/06/2020,77.78
Philippines,08/06/2020,77.78
Philippines,09/06/2020,77.78
Philippines,10/06/2020,77.78
Philippines,11/06/2020,77.78
Philippines,12/06/2020,77.78
Philippines,13/06/2020,77.78
Philippines,14/06/2020,77.78
Philippines,15/06/2020,79.63
Philippines,16/06/2020,79.63
Philippines,17/06/2020,79.63
Philippines,18/06/2020,79.63
Philippines,19/06/2020,79.63
Philippines,20/06/2020,79.63
Philippines,21/06/2020,79.63
Philippines,22/06/2020,79.63
Philippines,23/06/2020,79.63
Philippines,24/06/2020,79.63
Philippines,25/06/2020,79.63
Philippines,26/06/2020,79.63
Philippines,27/06/2020,79.63
Philippines,28/06/2020,79.63
Philippines,29/06/2020,79.63
Philippines,30/06/2020,79.63
Philippines,01/07/2020,79.63
Philippines,02/07/2020,79.63
Philippines,03/07/2020,79.63
Philippines,04/07/2020,79.63
Philippines,05/07/2020,79.63
Philippines,06/07/2020,79.63
Philippines,07/07/2020,76.85
Philippines,08/07/2020,76.85
Philippines,09/07/2020,76.85
Philippines,10/07/2020,76.85
Philippines,11/07/2020,76.85
Philippines,12/07/2020,76.85
Philippines,13/07/2020,76.85
Philippines,14/07/2020,76.85
Philippines,15/07/2020,76.85
Philippines,16/07/2020,76.85
Philippines,17/07/2020,76.85
Philippines,18/07/2020,76.85
Philippines,19/07/2020,76.85
Philippines,20/07/2020,76.85
Philippines,21/07/2020,76.85
Philippines,22/07/2020,76.85
Philippines,23/07/2020,76.85
Philippines,24/07/2020,76.85
Philippines,25/07/2020,76.85
Philippines,26/07/2020,76.85
Philippines,27/07/2020,76.85
Philippines,28/07/2020,76.85
Philippines,29/07/2020,76.85
Philippines,30/07/2020,76.85
Philippines,31/07/2020,76.85
Philippines,01/08/2020,76.85
Philippines,02/08/2020,76.85
Philippines,03/08/2020,79.63
Philippines,04/08/2020,79.63
Philippines,05/08/2020,79.63
Philippines,06/08/2020,79.63
Philippines,07/08/2020,79.63
Philippines,08/08/2020,79.63
Philippines,09/08/2020,79.63
Philippines,10/08/2020,79.63
Philippines,11/08/2020,79.63
Philippines,12/08/2020,79.63
Philippines,13/08/2020,79.63
Philippines,14/08/2020,79.63
Philippines,15/08/2020,79.63
Philippines,16/08/2020,76.85
Philippines,17/08/2020,76.85
Philippines,18/08/2020,75.46
Philippines,19/08/2020,71.76
Philippines,20/08/2020,71.76
Philippines,21/08/2020,71.76
Philippines,22/08/2020,71.76
Philippines,23/08/2020,71.76
Philippines,24/08/2020,71.76
Philippines,25/08/2020,68.98
Philippines,26/08/2020,68.98
Philippines,27/08/2020,68.98
Philippines,28/08/2020,68.98
Philippines,29/08/2020,68.98
Philippines,30/08/2020,68.98
Philippines,31/08/2020,68.98
Philippines,01/09/2020,67.13
Philippines,02/09/2020,67.13
Philippines,03/09/2020,67.13
Philippines,04/09/2020,67.13
Philippines,05/09/2020,67.13
Philippines,06/09/2020,67.13
Philippines,07/09/2020,67.13
Philippines,08/09/2020,67.13
Philippines,09/09/2020,67.13
Philippines,10/09/2020,67.13
Philippines,11/09/2020,67.13
Philippines,12/09/2020,67.13
Philippines,13/09/2020,67.13
Philippines,14/09/2020,67.13
Philippines,15/09/2020,67.13
Philippines,16/09/2020,67.13
Philippines,17/09/2020,67.13
Philippines,18/09/2020,67.13
Philippines,19/09/2020,67.13
Philippines,20/09/2020,67.13
Philippines,21/09/2020,67.13
Philippines,22/09/2020,67.13
Philippines,23/09/2020,67.13
Philippines,24/09/2020,67.13
Philippines,25/09/2020,67.13
Philippines,26/09/2020,67.13
Philippines,27/09/2020,67.13
Philippines,28/09/2020,67.13
Philippines,29/09/2020,67.13
Philippines,30/09/2020,67.13
Philippines,01/10/2020,67.13
Philippines,02/10/2020,67.13
Philippines,03/10/2020,67.13
Philippines,04/10/2020,67.13
Philippines,05/10/2020,65.28
Philippines,06/10/2020,65.28
Philippines,07/10/2020,65.28
Philippines,08/10/2020,65.28
Philippines,09/10/2020,68.98
Philippines,10/10/2020,68.98
Philippines,11/10/2020,68.98
Philippines,12/10/2020,68.98
Philippines,13/10/2020,68.98
Philippines,14/10/2020,68.98
Philippines,15/10/2020,68.98
Philippines,16/10/2020,68.98
Philippines,17/10/2020,68.98
Philippines,18/10/2020,68.98
Philippines,19/10/2020,68.98
Philippines,20/10/2020,68.98
Philippines,21/10/2020,68.98
Philippines,22/10/2020,68.98
Philippines,23/10/2020,68.98
Philippines,24/10/2020,68.98
Philippines,25/10/2020,68.98
Philippines,26/10/2020,68.98
Philippines,27/10/2020,68.98
Philippines,28/10/2020,68.98
Philippines,29/10/2020,68.98
Philippines,30/10/2020,68.98
Philippines,31/10/2020,68.98
Philippines,01/11/2020,68.98
Philippines,02/11/2020,68.98
Philippines,03/11/2020,68.98
Philippines,04/11/2020,68.98
Philippines,05/11/2020,68.98
Philippines,06/11/2020,68.98
Philippines,07/11/2020,68.98
Philippines,08/11/2020,68.98
Philippines,09/11/2020,68.98
Philippines,10/11/2020,68.98
Philippines,11/11/2020,68.98
Philippines,12/11/2020,68.98
Philippines,13/11/2020,68.98
Philippines,14/11/2020,68.98
Philippines,15/11/2020,68.98
Philippines,16/11/2020,68.98
Philippines,17/11/2020,68.98
Philippines,18/11/2020,68.98
Philippines,19/11/2020,68.98
Philippines,20/11/2020,68.98
Philippines,21/11/2020,68.98
Philippines,22/11/2020,68.98
Philippines,23/11/2020,68.98
Philippines,24/11/2020,68.98
Philippines,25/11/2020,68.98
Philippines,26/11/2020,68.98
Philippines,27/11/2020,68.98
Philippines,28/11/2020,68.98
Philippines,29/11/2020,68.98
Philippines,30/11/2020,68.98
Philippines,01/12/2020,68.98
Philippines,02/12/2020,68.98
Philippines,03/12/2020,68.98
Philippines,04/12/2020,68.98
Philippines,05/12/2020,68.98
Philippines,06/12/2020,68.98
Philippines,07/12/2020,68.98
Philippines,08/12/2020,66.2
Philippines,09/12/2020,66.2
Philippines,10/12/2020,66.2
Philippines,11/12/2020,66.2
Philippines,12/12/2020,66.2
Philippines,13/12/2020,66.2
Philippines,14/12/2020,66.2
Philippines,15/12/2020,66.2
Philippines,16/12/2020,66.2
Philippines,17/12/2020,66.2
Philippines,18/12/2020,66.2
Philippines,19/12/2020,66.2
Philippines,20/12/2020,66.2
Philippines,21/12/2020,66.2
Philippines,22/12/2020,66.2
Philippines,23/12/2020,66.2
Philippines,24/12/2020,66.2
Philippines,25/12/2020,66.2
Philippines,26/12/2020,66.2
Philippines,27/12/2020,66.2
Philippines,28/12/2020,66.2
Philippines,29/12/2020,66.2
Philippines,30/12/2020,66.2
Philippines,31/12/2020,66.2
Philippines,01/01/2021,66.2
Philippines,02/01/2021,66.2
Philippines,03/01/2021,66.2
Philippines,04/01/2021,66.2
Philippines,05/01/2021,66.2
Philippines,06/01/2021,66.2
Philippines,07/01/2021,66.2
Philippines,08/01/2021,66.2
Philippines,09/01/2021,66.2
Philippines,10/01/2021,66.2
Philippines,11/01/2021,66.2
Philippines,12/01/2021,74.54
Philippines,13/01/2021,74.54
Philippines,14/01/2021,74.54
Philippines,15/01/2021,74.54
Philippines,16/01/2021,74.54
Philippines,17/01/2021,74.54
Philippines,18/01/2021,74.54
Philippines,19/01/2021,74.54
Philippines,20/01/2021,74.54
Philippines,21/01/2021,74.54
Philippines,22/01/2021,74.54
Philippines,23/01/2021,74.54
Philippines,24/01/2021,74.54
Philippines,25/01/2021,74.54
Philippines,26/01/2021,74.54
Philippines,27/01/2021,74.54
Philippines,28/01/2021,74.54
Philippines,29/01/2021,74.54
Philippines,30/01/2021,74.54
Philippines,31/01/2021,74.54
Philippines,01/02/2021,71.76
Philippines,02/02/2021,71.76
Philippines,03/02/2021,71.76
Philippines,04/02/2021,71.76
Philippines,05/02/2021,71.76
Philippines,06/02/2021,71.76
Philippines,07/02/2021,71.76
Philippines,08/02/2021,71.76
Philippines,09/02/2021,71.76
Philippines,10/02/2021,71.76
Philippines,11/02/2021,71.76
Philippines,12/02/2021,71.76
Philippines,13/02/2021,71.76
Philippines,14/02/2021,71.76
Philippines,15/02/2021,71.76
Philippines,16/02/2021,71.76
Philippines,17/02/2021,71.76
Philippines,18/02/2021,71.76
Philippines,19/02/2021,71.76
Philippines,20/02/2021,71.76
Philippines,21/02/2021,71.76
Philippines,22/02/2021,73.61
Philippines,23/02/2021,73.61
Philippines,24/02/2021,73.61
Philippines,25/02/2021,73.61
Philippines,26/02/2021,73.61
Philippines,27/02/2021,73.61
Philippines,28/02/2021,73.61
Philippines,01/03/2021,70.83
Philippines,02/03/2021,70.83
Philippines,03/03/2021,70.83
Philippines,04/03/2021,70.83
Philippines,05/03/2021,70.83
Philippines,06/03/2021,70.83
Philippines,07/03/2021,70.83
Philippines,08/03/2021,70.83
Philippines,09/03/2021,70.83
Philippines,10/03/2021,70.83
Philippines,11/03/2021,70.83
Philippines,12/03/2021,70.83
Philippines,13/03/2021,70.83
Philippines,14/03/2021,70.83
Philippines,15/03/2021,70.83
Philippines,16/03/2021,70.83
Philippines,17/03/2021,78.24
Philippines,18/03/2021,78.24
Philippines,19/03/2021,78.24
Philippines,20/03/2021,78.24
Philippines,21/03/2021,78.24
Philippines,22/03/2021,77.31
Philippines,23/03/2021,77.31
Philippines,24/03/2021,77.31
Philippines,25/03/2021,77.31
Philippines,26/03/2021,77.31
Philippines,27/03/2021,77.31
Philippines,28/03/2021,77.31
Philippines,29/03/2021,81.02
Philippines,30/03/2021,81.02
Philippines,31/03/2021,81.02
Philippines,01/04/2021,81.02
Philippines,02/04/2021,81.02
Philippines,03/04/2021,81.02
Philippines,04/04/2021,81.02
Philippines,05/04/2021,81.02
Philippines,06/04/2021,81.02
Philippines,07/04/2021,81.02
Philippines,08/04/2021,81.02
Philippines,09/04/2021,81.02
Philippines,10/04/2021,81.02
Philippines,11/04/2021,81.02
Philippines,12/04/2021,81.02
Philippines,13/04/2021,81.02
Philippines,14/04/2021,81.02
Philippines,15/04/2021,81.02
Philippines,16/04/2021,81.02
Philippines,17/04/2021,81.02
Philippines,18/04/2021,81.02
Philippines,19/04/2021,81.02
Philippines,20/04/2021,72.69
Philippines,21/04/2021,72.69
Philippines,22/04/2021,72.69
Philippines,23/04/2021,72.69
Philippines,24/04/2021,72.69
Philippines,25/04/2021,72.69
Philippines,26/04/2021,72.69
Philippines,27/04/2021,72.69
Philippines,28/04/2021,72.69
Philippines,29/04/2021,72.69
Philippines,30/04/2021,72.69
Philippines,01/05/2021,70.83
Philippines,02/05/2021,70.83
Philippines,03/05/2021,70.83
Philippines,04/05/2021,70.83
Philippines,05/05/2021,70.83
Philippines,06/05/2021,70.83
Philippines,07/05/2021,68.06
Philippines,08/05/2021,68.06
Philippines,09/05/2021,68.06
Philippines,10/05/2021,68.06
Philippines,11/05/2021,68.06
Philippines,12/05/2021,68.06
Philippines,13/05/2021,68.06
Philippines,14/05/2021,68.06
Philippines,15/05/2021,68.06
Philippines,16/05/2021,68.06
Philippines,17/05/2021,68.06
Philippines,18/05/2021,68.06
Philippines,19/05/2021,68.06
Philippines,20/05/2021,68.06
Philippines,21/05/2021,68.06
Philippines,22/05/2021,68.06
Philippines,23/05/2021,68.06
Philippines,24/05/2021,68.06
Philippines,25/05/2021,68.06
Philippines,26/05/2021,74.54
Philippines,27/05/2021,74.54
Philippines,28/05/2021,74.54
Philippines,29/05/2021,74.54
Philippines,30/05/2021,74.54
Philippines,31/05/2021,74.54
Philippines,01/06/2021,74.54
Philippines,02/06/2021,74.54
Philippines,03/06/2021,74.54
Philippines,04/06/2021,74.54
Philippines,05/06/2021,74.54
Philippines,06/06/2021,74.54
Philippines,07/06/2021,74.54
Philippines,08/06/2021,74.54
Philippines,09/06/2021,74.54
Philippines,10/06/2021,74.54
Philippines,11/06/2021,74.54
Philippines,12/06/2021,74.54
Philippines,13/06/2021,74.54
Philippines,14/06/2021,74.54
Philippines,15/06/2021,74.54
Philippines,16/06/2021,74.54
Philippines,17/06/2021,74.54
Philippines,18/06/2021,74.54
Philippines,19/06/2021,74.54
Philippines,20/06/2021,74.54
Philippines,21/06/2021,74.54
Philippines,22/06/2021,71.76
Philippines,23/06/2021,71.76
Philippines,24/06/2021,71.76
Philippines,25/06/2021,71.76
Philippines,26/06/2021,71.76
Philippines,27/06/2021,71.76
Philippines,28/06/2021,71.76
Philippines,29/06/2021,71.76
Philippines,30/06/2021,71.76
Philippines,01/07/2021,71.76
Philippines,02/07/2021,71.63
Philippines,03/07/2021,71.63
Philippines,04/07/2021,71.62
Philippines,05/07/2021,71.62
Philippines,06/07/2021,71.62
Philippines,07/07/2021,71.62
Philippines,08/07/2021,71.61
Philippines,09/07/2021,71.61
Philippines,10/07/2021,71.6
Philippines,11/07/2021,71.59
Philippines,12/07/2021,71.59
Philippines,13/07/2021,71.58
Philippines,14/07/2021,71.58
Philippines,15/07/2021,71.57
Philippines,16/07/2021,71.55
Philippines,17/07/2021,71.55
Philippines,18/07/2021,71.55
Philippines,19/07/2021,71.53
Philippines,20/07/2021,71.53
Philippines,21/07/2021,71.52
Philippines,22/07/2021,71.52
Philippines,23/07/2021,71.49
Philippines,24/07/2021,71.49
Philippines,25/07/2021,71.47
Philippines,26/07/2021,71.47
Philippines,27/07/2021,71.46
Philippines,28/07/2021,71.46
Philippines,29/07/2021,71.38
Philippines,30/07/2021,71.38
Philippines,31/07/2021,71.38
Philippines,01/08/2021,71.38
Philippines,02/08/2021,71.32
Philippines,03/08/2021,71.27
Philippines,04/08/2021,71.27
Philippines,05/08/2021,71.25
Philippines,06/08/2021,78.66
Philippines,07/08/2021,78.66
Philippines,08/08/2021,78.61
Philippines,09/08/2021,78.61
Philippines,10/08/2021,78.61
Philippines,11/08/2021,78.59
Philippines,12/08/2021,78.59
Philippines,13/08/2021,78.59
Philippines,14/08/2021,78.59
Philippines,15/08/2021,78.57
Philippines,16/08/2021,78.56
Philippines,17/08/2021,78.56
Philippines,18/08/2021,78.55
Philippines,19/08/2021,78.55
Philippines,20/08/2021,78.55
Philippines,21/08/2021,78.55
Philippines,22/08/2021,78.54
Philippines,23/08/2021,78.54
Philippines,24/08/2021,78.54
Philippines,25/08/2021,78.53
Philippines,26/08/2021,78.53
Philippines,27/08/2021,78.53
Philippines,28/08/2021,78.53
Philippines,29/08/2021,78.51
Philippines,30/08/2021,78.51
Philippines,31/08/2021,78.5
Philippines,01/09/2021,78.49
Philippines,02/09/2021,78.49
Philippines,03/09/2021,78.49
Philippines,04/09/2021,78.49
Philippines,05/09/2021,78.45
Philippines,06/09/2021,78.44
Philippines,07/09/2021,78.44
Philippines,08/09/2021,78.41
Philippines,09/09/2021,78.39
Philippines,10/09/2021,78.39
Philippines,11/09/2021,78.39
Philippines,12/09/2021,72.8
Philippines,13/09/2021,72.79
Philippines,14/09/2021,72.78
Philippines,15/09/2021,72.76
Philippines,16/09/2021,72.75
Philippines,17/09/2021,72.75
Philippines,18/09/2021,72.75
Philippines,19/09/2021,72.72
Philippines,20/09/2021,72.72
Philippines,21/09/2021,72.7
Philippines,22/09/2021,72.7
Philippines,23/09/2021,72.67
Philippines,24/09/2021,72.67
Philippines,25/09/2021,72.67
Philippines,26/09/2021,72.63
Philippines,27/09/2021,72.62
Philippines,28/09/2021,72.61
Philippines,29/09/2021,72.6
Philippines,30/09/2021,72.58
Philippines,01/10/2021,72.58
Philippines,02/10/2021,72.58
Philippines,03/10/2021,72.56
Philippines,04/10/2021,72.55
Philippines,05/10/2021,72.53
Philippines,06/10/2021,76.22
Philippines,07/10/2021,76.21
Philippines,08/10/2021,76.21
Philippines,09/10/2021,76.21
Philippines,10/10/2021,76.2
Philippines,11/10/2021,76.19
Philippines,12/10/2021,76.18
Philippines,13/10/2021,76.17
Philippines,14/10/2021,76.16
Philippines,15/10/2021,76.16
Philippines,16/10/2021,76.16
Philippines,17/10/2021,76.14
Philippines,18/10/2021,76.13
Philippines,19/10/2021,78.65
Philippines,20/10/2021,78.63
Philippines,21/10/2021,78.61
Philippines,22/10/2021,78.61
Philippines,23/10/2021,78.61
Philippines,24/10/2021,78.55
Philippines,25/10/2021,78.52
Philippines,26/10/2021,78.5
Philippines,27/10/2021,78.47
Philippines,28/10/2021,78.44
Philippines,29/10/2021,78.44
Philippines,30/10/2021,78.44
Philippines,31/10/2021,78.39
Philippines,01/11/2021,78.38
Philippines,02/11/2021,78.35
Philippines,03/11/2021,78.31
Philippines,04/11/2021,78.31
Philippines,05/11/2021,78.31
Philippines,06/11/2021,78.31
Philippines,07/11/2021,78.31
Philippines,08/11/2021,72.75
Philippines,09/11/2021,72.75
Philippines,10/11/2021,72.75
Philippines,11/11/2021,72.5
Philippines,12/11/2021,62.78
Philippines,13/11/2021,62.78
Philippines,14/11/2021,62.78
Philippines,15/11/2021,62.78
Philippines,16/11/2021,62.78
Philippines,17/11/2021,62.78
Philippines,18/11/2021,62.57
Philippines,19/11/2021,62.57
Philippines,20/11/2021,62.57
Philippines,21/11/2021,62.51
Philippines,22/11/2021,62.51
Philippines,23/11/2021,62.51
Philippines,24/11/2021,62.51
Philippines,25/11/2021,62.51
Philippines,26/11/2021,62.51
Philippines,27/11/2021,62.51
Philippines,28/11/2021,62.31
Philippines,29/11/2021,62.31
Philippines,30/11/2021,62.24
Philippines,01/12/2021,62.19
Philippines,02/12/2021,62.15
Philippines,03/12/2021,62.15
Philippines,04/12/2021,67.71
Philippines,05/12/2021,67.02
Philippines,06/12/2021,66.96
Philippines,07/12/2021,66.96
Philippines,08/12/2021,66.86
Philippines,09/12/2021,66.86
Philippines,10/12/2021,66.86
Philippines,11/12/2021,66.86
Philippines,12/12/2021,66.86
Philippines,13/12/2021,66.64
Philippines,14/12/2021,66.59
Philippines,15/12/2021,66.52
Philippines,16/12/2021,66.47
Philippines,17/12/2021,66.47
Philippines,18/12/2021,66.47
Philippines,19/12/2021,66.41
Philippines,20/12/2021,66.34
Philippines,21/12/2021,66.34
Philippines,22/12/2021,66.34
Philippines,23/12/2021,66.34
Philippines,24/12/2021,66.34
Philippines,25/12/2021,66.34
Philippines,26/12/2021,66.01
Philippines,27/12/2021,65.93
Philippines,28/12/2021,65.84
Philippines,29/12/2021,65.84
Philippines,30/12/2021,65.73
Philippines,31/12/2021,65.73
Philippines,01/01/2022,65.73
Philippines,02/01/2022,65.73
Philippines,03/01/2022,65.73
Philippines,04/01/2022,65.62
Philippines,05/01/2022,65.57
Philippines,06/01/2022,65.5
Philippines,07/01/2022,65.5
Philippines,08/01/2022,65.5
Philippines,09/01/2022,65.42
Philippines,10/01/2022,65.37
Philippines,11/01/2022,65.31
Philippines,12/01/2022,65.25
Philippines,13/01/2022,65.19
Philippines,14/01/2022,65.19
Philippines,15/01/2022,65.19
Philippines,16/01/2022,65.11
Philippines,17/01/2022,65.06
Philippines,18/01/2022,65.01
Philippines,19/01/2022,64.97
Philippines,20/01/2022,64.92
Philippines,21/01/2022,64.92
Philippines,22/01/2022,64.92
Philippines,23/01/2022,64.87
Philippines,24/01/2022,60.74
Philippines,25/01/2022,60.64
Philippines,26/01/2022,60.58
Philippines,27/01/2022,60.58
Philippines,28/01/2022,60.58
Philippines,29/01/2022,60.58
Philippines,30/01/2022,60.58
Philippines,31/01/2022,60.42
Philippines,01/02/2022,57.56
Philippines,02/02/2022,57.5
Philippines,03/02/2022,57.5
Philippines,04/02/2022,57.4
Philippines,05/02/2022,57.4
Philippines,06/02/2022,57.4
Philippines,07/02/2022,57.32
Philippines,08/02/2022,57.32
Philippines,09/02/2022,57.32
Philippines,10/02/2022,58.65
Philippines,11/02/2022,58.65
Philippines,12/02/2022,58.65
Philippines,13/02/2022,58.65
Philippines,14/02/2022,58.27
Philippines,15/02/2022,58.27
Philippines,16/02/2022,58.27
Philippines,17/02/2022,58.12
Philippines,18/02/2022,58.12
Philippines,19/02/2022,58.12
Philippines,20/02/2022,58.12
Philippines,21/02/2022,58
Philippines,22/02/2022,58
Philippines,23/02/2022,58
Philippines,24/02/2022,58
Philippines,25/02/2022,58
Philippines,26/02/2022,58
Philippines,27/02/2022,58
Philippines,28/02/2022,58
Philippines,01/03/2022,58
Philippines,02/03/2022,58
Philippines,03/03/2022,58
Philippines,04/03/2022,58
Philippines,05/03/2022,58
Philippines,06/03/2022,58
Philippines,07/03/2022,58
Philippines,08/03/2022,58
Philippines,09/03/2022,58
Philippines,10/03/2022,58
Philippines,11/03/2022,58
Philippines,12/03/2022,58
Philippines,13/03/2022,57.66
Philippines,14/03/2022,57.66
Philippines,15/03/2022,57.49
Philippines,16/03/2022,57.49
Philippines,17/03/2022,57.49
Philippines,18/03/2022,57.49
Philippines,19/03/2022,57.49
Philippines,20/03/2022,57.49
Philippines,21/03/2022,57.34
Philippines,22/03/2022,57.34
Philippines,23/03/2022,57.34
Philippines,24/03/2022,57.27
Philippines,25/03/2022,57.27
Philippines,26/03/2022,57.27
Philippines,27/03/2022,57.27
Philippines,28/03/2022,57.27
Philippines,29/03/2022,57.2
Philippines,30/03/2022,57.2
Philippines,31/03/2022,57.15
Philippines,01/04/2022,26.73
Philippines,02/04/2022,26.73
Philippines,03/04/2022,26.73
Philippines,04/04/2022,26.7
Philippines,05/04/2022,26.68
Philippines,06/04/2022,26.68
Philippines,07/04/2022,26.66
Philippines,08/04/2022,26.66
Philippines,09/04/2022,26.66
Philippines,10/04/2022,26.66
Philippines,11/04/2022,26.64
Philippines,12/04/2022,26.64
Philippines,13/04/2022,26.64
Philippines,14/04/2022,26.64
Philippines,15/04/2022,26.64
Philippines,16/04/2022,31.02
Philippines,17/04/2022,31.02
Philippines,18/04/2022,30.99
Philippines,19/04/2022,30.97
Philippines,20/04/2022,30.97
Philippines,21/04/2022,30.97
Philippines,22/04/2022,30.97
Philippines,23/04/2022,30.97
Philippines,24/04/2022,30.97
Philippines,25/04/2022,30.97
Philippines,26/04/2022,30.92
Philippines,27/04/2022,30.92
Philippines,28/04/2022,30.9
Philippines,29/04/2022,30.9
Philippines,30/04/2022,30.9
Philippines,01/05/2022,30.9
Philippines,02/05/2022,30.89
Philippines,03/05/2022,30.89
Philippines,04/05/2022,30.89
Philippines,05/05/2022,30.89
Philippines,06/05/2022,30.89
Philippines,07/05/2022,30.89
Philippines,08/05/2022,30.89
Philippines,09/05/2022,30.89
Philippines,10/05/2022,30.89
Philippines,11/05/2022,30.83
Philippines,12/05/2022,30.83
Philippines,13/05/2022,30.83
Philippines,14/05/2022,30.83
Philippines,15/05/2022,30.83
Philippines,16/05/2022,30.83
Philippines,17/05/2022,30.83
Philippines,18/05/2022,30.79
Philippines,19/05/2022,30.79
Philippines,20/05/2022,30.79
Philippines,21/05/2022,30.79
Philippines,22/05/2022,30.79
Philippines,23/05/2022,30.77
Philippines,24/05/2022,30.77
Philippines,25/05/2022,30.77
Philippines,26/05/2022,30.77
Philippines,27/05/2022,30.77
Philippines,28/05/2022,30.77
Philippines,29/05/2022,30.77
Philippines,30/05/2022,30.77
Philippines,31/05/2022,30.77
Philippines,01/06/2022,30.77
Philippines,02/06/2022,30.77
Philippines,03/06/2022,30.77
Philippines,04/06/2022,30.77
Philippines,05/06/2022,30.67
Philippines,06/06/2022,30.67
Philippines,07/06/2022,30.67
Philippines,08/06/2022,30.67
Philippines,09/06/2022,30.67
Philippines,10/06/2022,30.67
